"site","julian","Nobs","min","flow10","flow25","flow50","flow75","flow90","max","startYr","endYr","date2","date","flow","month","status","colorStatus"
"TX00004",281,31,71.57,81.26,88.19,95.85,98.81,100.47,102.79,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",282,31,71.99,81.19,88.13,95.81,98.82,100.45,103.54,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",283,31,72.11,81.13,88.1,95.73,98.83,100.43,103.96,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",284,31,72.25,81.07,88.05,95.69,98.975,100.31,104.27,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",285,31,72.32,81.02,87.99,95.67,99.115,100.26,104.56,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",286,31,72.48,80.96,87.94,95.81,99.385,100.32,104.76,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",287,31,72.55,80.96,87.88,95.77,99.375,100.55,104.98,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",288,31,72.64,80.96,87.82,95.73,99.375,100.41,105.14,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",289,31,72.64,81.02,87.75,95.73,99.505,100.45,105.16,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",290,31,72.64,80.94,87.7,95.73,99.97,103.18,120.47,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",291,31,72.64,80.9,87.63,95.67,99.98,103.48,127.57,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",292,31,72.62,80.85,87.59,95.67,99.94,103.28,129.26,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",293,31,72.62,80.79,87.53,95.65,99.905,103.06,130.3,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",294,31,72.81,80.75,87.45,95.62,99.875,102.84,131.02,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",295,31,73.56,80.72,87.42,95.56,99.84,102.64,131.56,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",296,31,73.96,80.66,87.44,95.54,99.8,102.42,132,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",297,31,74.2,80.58,87.49,95.56,99.77,105.44,132.39,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",298,31,74.37,80.53,88.495,95.56,99.765,106.91,132.77,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",299,31,75.38,80.47,88.435,96.7,99.755,106.28,133.11,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",300,31,75.81,80.45,88.36,96.66,99.745,105.32,133.45,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",301,31,76.14,80.36,88.36,96.59,99.885,104.31,133.73,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",302,31,76.23,80.3,88.91,96.55,99.92,103.22,134.02,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",303,31,76.17,80.25,88.86,96.99,99.905,102.51,134.12,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",304,31,76.12,80.49,88.86,97.41,100.11,106.23,134.07,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",305,31,76.03,80.42,88.825,97.39,100.075,105.76,134.7,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",306,31,75.94,80.38,88.72,97.48,100.055,105.53,134.96,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",307,31,75.88,80.28,88.71,97.41,100.065,104.43,134.99,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",308,31,76.1,80.21,88.62,97.39,100.08,105.44,134.83,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",309,31,76.41,80.1,88.545,97.33,100.07,104.68,134.33,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",310,31,76.52,80.06,88.48,97.27,100.02,104.68,133.76,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",311,31,76.54,80.04,88.43,97.2,99.99,104.2,133.29,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",312,31,76.54,80,88.37,97.16,100.03,103.91,132.77,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",313,31,76.52,79.91,88.295,97.14,100.1,103.54,132.13,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",314,31,76.48,79.85,88.225,97.16,100.065,103.17,131.12,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",315,31,76.45,79.82,88.18,97.2,100.045,102.84,129.97,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",316,31,76.34,79.8,88.125,97.29,100.135,102.48,129.46,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",317,31,76.26,79.76,88.065,97.31,100.175,102.1,129.85,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",318,31,76.19,79.72,88,97.29,100.195,101.88,130.51,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",319,31,76.15,79.74,87.95,97.27,100.33,103.22,131.25,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",320,31,76.15,79.65,87.94,97.22,100.24,104.34,131.92,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",321,31,76.08,79.57,87.95,97.22,100.16,105.6,132.54,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",322,31,76.01,79.52,87.945,97.22,100.195,114.13,133.11,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",323,31,75.99,79.5,87.925,97.25,100.28,112.85,133.65,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",324,31,75.97,79.44,87.88,98.33,100.275,111.48,133.89,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",325,31,75.99,79.48,87.83,98.56,100.265,110.13,133.81,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",326,30,76.25,79.425,86.6425,97.725,100.1425,109.979,133.71,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",327,31,76.28,79.41,87.71,98.61,100.1,107.7,135.89,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",328,31,76.26,79.35,87.655,98.61,100.025,107.7,139.15,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",329,31,76.25,79.31,87.57,98.56,100.03,107.61,141,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",330,31,76.23,79.52,87.53,98.5,100.025,107.27,142.53,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",331,31,76.21,79.37,87.485,98.43,100.07,106.82,143.97,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",332,31,76.17,79.33,87.43,98.37,100.12,106.21,145,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",333,31,76.15,79.28,87.435,98.35,100.12,105.45,145.58,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",334,31,76.15,79.29,87.555,98.29,100.11,104.67,145.83,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",335,31,76.12,79.46,87.49,98.24,100.085,104.32,144.88,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",336,31,76.08,79.52,87.435,98.2,100.105,104.3,143.19,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",337,31,76.06,79.55,87.38,98.15,100.075,104.16,141.52,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",338,31,76.06,79.61,87.33,98.13,100.045,104.07,139.78,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",339,31,76.08,79.65,87.28,98.09,100.165,103.98,138,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",340,31,76.06,79.7,87.25,98.05,100.32,103.54,136.24,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",341,31,76.03,79.76,87.215,98,100.465,103.34,134.52,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",342,31,76.01,79.85,87.17,97.96,100.575,103.61,132.69,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",343,31,75.99,79.87,87.12,97.9,100.64,103.45,130.87,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",344,31,75.97,79.89,87.1,97.82,100.57,103.34,129,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",345,31,75.97,79.93,87.08,97.78,100.53,103.56,127.07,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",346,31,75.96,79.98,87.06,97.73,100.485,104.03,125.13,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",347,31,75.94,80.04,87.04,97.71,100.57,104.36,123.19,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",348,31,75.94,80.1,87.025,97.67,100.565,104.68,121.17,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",349,31,75.92,80.13,87,97.67,100.57,104.99,119.14,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",350,31,75.88,80.12,86.975,97.61,100.51,105.3,117.11,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",351,31,75.87,80.21,86.945,97.64,100.54,105.19,115.13,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",352,31,75.87,80.25,86.995,97.58,100.585,104.94,113.13,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",353,31,75.87,80.28,87.715,97.58,100.615,104.18,111.12,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",354,31,75.83,80.32,91.075,97.53,100.675,103.06,109.1,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",355,31,75.79,80.32,91.085,97.54,100.7,103.39,121.33,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",356,31,75.78,80.4,91.08,97.51,100.67,103.03,140.66,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",357,31,75.74,80.42,91.075,97.48,100.635,102.73,146.2,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",358,31,75.67,80.51,91.03,97.62,100.595,102.35,149.42,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",359,31,75.61,80.47,90.99,97.55,100.56,102.02,151.61,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",360,31,75.59,80.49,90.955,97.49,100.625,101.89,153.5,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",361,31,75.58,80.51,90.925,97.47,100.635,101.76,154.48,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",362,32,75.59,80.655,91.89,98.495,100.5725,101.758,153.85,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",363,32,75.56,80.735,91.8375,98.51,100.6775,101.682,152.81,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",364,32,75.54,80.765,91.81,98.505,100.6375,101.689,151.61,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",365,32,75.49,80.791,91.81,98.515,100.585,101.248,150.33,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",366,8,77.87,80.642,87.1475,100.11,100.5075,100.704,100.9,1990,2023,NA,NA,NA,NA,NA,NA
